"GeneID","Symbol","Description"
"56534","Hspb3","heat shock protein 3"
"56535","Pex3","peroxisomal biogenesis factor 3"
"56538","Klk11","kallikrein related-peptidase 11"
"56541","Habp4","hyaluronic acid binding protein 4"
"56542","Cilk1","ciliogenesis associated kinase 1"
"56543","Kcnd3","potassium voltage-gated channel, Shal-related family, member 3"
"56544","Vmn2r1","vomeronasal 2, receptor 1"
"56546","Sec1","secretory blood group 1"
"56550","Ube2d2a","ubiquitin-conjugating enzyme E2D 2A"
"56551","Txn2","thioredoxin 2"
"56552","Vmn2r26","vomeronasal 2, receptor 26"
"56554","Raet1d","retinoic acid early transcript delta"
"56612","Pfdn5","prefoldin 5"
"56613","Rps6ka4","ribosomal protein S6 kinase, polypeptide 4"
"56615","Mgst1","microsomal glutathione S-transferase 1"
"56619","Clec4e","C-type lectin domain family 4, member e"
"56620","Clec4n","C-type lectin domain family 4, member n"
"56622","Adam21","a disintegrin and metallopeptidase domain 21"
"56626","Poll","polymerase (DNA directed), lambda"
"56629","Dnase2b","deoxyribonuclease II beta"
"56631","Trim17","tripartite motif-containing 17"
"56632","Sphk2","sphingosine kinase 2"
"56635","Prl2a1","prolactin family 2, subfamily a, member 1"
"56636","Fgf21","fibroblast growth factor 21"
"56637","Gsk3b","glycogen synthase kinase 3 beta"
"56640","Klk4","kallikrein related-peptidase 4 (prostase, enamel matrix, prostate)"
"56642","Ankrd2","ankyrin repeat domain 2"
"56643","Slc15a1","solute carrier family 15 (oligopeptide transporter), member 1"
"56644","Clec7a","C-type lectin domain family 7, member a"
"56645","Tcea1-ps1","transcription elongation factor A (SII) 1, pseudogene 1"
"56690","Mlycd","malonyl-CoA decarboxylase"
"56691","Dnajb8","DnaJ heat shock protein family (Hsp40) member B8"
"56692","Lamtor3","late endosomal/lysosomal adaptor, MAPK and MTOR activator 3"
"56693","Crtap","cartilage associated protein"
"56695","Pnkd","paroxysmal nonkinesiogenic dyskinesia"
"56696","Gpr132","G protein-coupled receptor 132"
"56697","Akap10","A kinase anchor protein 10"
"56698","Phax","phosphorylated adaptor for RNA export"
"56699","Cdc42ep4","CDC42 effector protein 4"
"56700","Glmp","glycosylated lysosomal membrane protein"
"56702","H1f5","H1.5 linker histone, cluster member"
"56703","Pigo","phosphatidylinositol glycan anchor biosynthesis, class O"
"56705","Ranbp9","RAN binding protein 9"
"56706","Ccnl1","cyclin L1"
"56707","Zfp111","zinc finger protein 111"
"56708","Clcf1","cardiotrophin-like cytokine factor 1"
"56709","Dnajb12","DnaJ heat shock protein family (Hsp40) member B12"
"56710","Brinp1","bone morphogenic protein/retinoic acid inducible neural specific 1"
"56711","Plag1","pleiomorphic adenoma gene 1"
"56715","Rabgef1","RAB guanine nucleotide exchange factor (GEF) 1"
"56716","Mlst8","MTOR associated protein, LST8 homolog (S. cerevisiae)"
"56717","Mtor","mechanistic target of rapamycin kinase"
"56720","Tdo2","tryptophan 2,3-dioxygenase"
"56722","Litaf","LPS-induced TN factor"
"56724","Cript","cysteine-rich PDZ-binding protein"
"56726","Sh3bgrl","SH3-binding domain glutamic acid-rich protein like"
"56727","Miox","myo-inositol oxygenase"
"56734","Tulp2","TUB like protein 2"
"56735","Krt71","keratin 71"
"56736","Rnf14","ring finger protein 14"
"56737","Alg2","ALG2 alpha-1,3/1,6-mannosyltransferase"
"56738","Mocs1","molybdenum cofactor synthesis 1"
"56739","Rec8","REC8 meiotic recombination protein"
"56741","Igdcc4","immunoglobulin superfamily, DCC subclass, member 4"
"56742","Psrc1","proline/serine-rich coiled-coil 1"
"56743","Lat2","linker for activation of T cells family, member 2"
"56744","Pf4","platelet factor 4"
"56745","C1qtnf1","C1q and tumor necrosis factor related protein 1"
"56746","Tex101","testis expressed gene 101"
"56747","Sez6l","seizure related 6 homolog like"
"56748","Nfu1","NFU1 iron-sulfur cluster scaffold"
"56749","Dhodh","dihydroorotate dehydrogenase"
"56752","Aldh9a1","aldehyde dehydrogenase 9, subfamily A1"
"56753","Tacstd2","tumor-associated calcium signal transducer 2"
"56758","Mbnl1","muscleblind like splicing regulator 1"
"56760","Clec1b","C-type lectin domain family 1, member b"
"56771","Med20","mediator complex subunit 20"
"56772","Mllt11","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11"
"56773","Chst5","carbohydrate sulfotransferase 5"
"56774","Slc6a14","solute carrier family 6 (neurotransmitter transporter), member 14"
"56784","Ralgapa1","Ral GTPase activating protein, alpha subunit 1"
"56786","Tmem9b","TMEM9 domain family, member B"
"56787","Ascl3","achaete-scute family bHLH transcription factor 3"
"56788","Scube2","signal peptide, CUB domain, EGF-like 2"
"56790","Supt20","SPT20 SAGA complex component"
"56791","Ube2l6","ubiquitin-conjugating enzyme E2L 6"
"56792","Stap1","signal transducing adaptor family member 1"
"56794","Hacl1","2-hydroxyacyl-CoA lyase 1"
"56795","Arl10","ADP-ribosylation factor-like 10"
"56802","Gnasas1","GNAS antisense RNA 1"
"56805","Zbtb33","zinc finger and BTB domain containing 33"
"56807","Scamp5","secretory carrier membrane protein 5"
"56808","Cacna2d2","calcium channel, voltage-dependent, alpha 2/delta subunit 2"
"56809","Gmeb1","glucocorticoid modulatory element binding protein 1"
"56811","Dkk2","dickkopf WNT signaling pathway inhibitor 2"
"56812","Dnajb2","DnaJ heat shock protein family (Hsp40) member B2"
"56835","Ctsr","cathepsin R"
"56838","Ccl28","C-C motif chemokine ligand 28"
"56839","Lgi1","leucine-rich repeat LGI family, member 1"
"56843","Trpm5","transient receptor potential cation channel, subfamily M, member 5"
"56844","Tssc4","tumor-suppressing subchromosomal transferable fragment 4"
"56846","Necab3","N-terminal EF-hand calcium binding protein 3"
"56847","Aldh1a3","aldehyde dehydrogenase family 1, subfamily A3"
"56856","Insm2","insulinoma-associated 2"
"56857","Slc37a2","solute carrier family 37 (glycerol-3-phosphate transporter), member 2"
"56858","Or11h4","olfactory receptor family 11 subfamily H member 4"
"56860","Or52b1","olfactory receptor family 52 subfamily B member 1"
"56861","Or5p57","olfactory receptor family 5 subfamily P member 57"
"56863","Cldn9","claudin 9"
"56868","Psg23","pregnancy-specific beta-1-glycoprotein 23"
"56869","Zfp109","zinc finger protein 109"
"56872","Pate4","prostate and testis expressed 4"
"56873","Lmbr1","limb region 1"
"56874","Rnf32","ring finger protein 32"
"56876","Nsmf","NMDA receptor synaptonuclear signaling and neuronal migration factor"
"56878","Rbms1","RNA binding motif, single stranded interacting protein 1"
"57014","Htr3b","5-hydroxytryptamine (serotonin) receptor 3B"
"57028","Pdxp","pyridoxal (pyridoxine, vitamin B6) phosphatase"
"57080","Gtf2ird1","general transcription factor II I repeat domain-containing 1"
"57138","Slc12a5","solute carrier family 12, member 5"
"57170","Dolpp1","dolichyl pyrophosphate phosphatase 1"
"57230","Sap30bp","SAP30 binding protein"
"57246","Tbx20","T-box 20"
"57247","Zfp276","zinc finger protein (C2H2 type) 276"
"57248","Ly6i","lymphocyte antigen 6 family member I"
"57249","Gabrq","gamma-aminobutyric acid type A receptor subunit theta"
"57250","Or52d3","olfactory receptor family 52 subfamily D member 3"
"57251","Or8b12i","olfactory receptor family 8 subfamily B member 12I"
"57252","Tas2r105","taste receptor, type 2, member 105"
"57253","Tas2r108","taste receptor, type 2, member 108"
"57254","Tas2r119","taste receptor, type 2, member 119"
"57255","Cldn13","claudin 13"
"572559","Gm6039","protein phosphatase 4, regulatory subunit 2 pseudogene"
"57256","Prss21","serine protease 21"
"57257","Vav3","vav 3 oncogene"
"57258","Xpo4","exportin 4"
"57259","Tob2","transducer of ERBB2, 2"
"57260","Ltb4r2","leukotriene B4 receptor 2"
"57261","Brd4","bromodomain containing 4"
"57262","Retnla","resistin like alpha"
"57263","Retnlb","resistin like beta"
"57264","Retn","resistin"
"57265","Fzd2","frizzled class receptor 2"
"57266","Cxcl14","C-X-C motif chemokine ligand 14"
"57267","Apba3","amyloid beta precursor protein binding family A member 3"
"57269","Or4e5","olfactory receptor family 4 subfamily E member 5"
"57270","Or4e1","olfactory receptor family 4 subfamily E member 1"
"57271","Or4e2","olfactory receptor family 4 subfamily E member 2"
"57272","Or4c3d","olfactory receptor family 4 subfamily C member 3D"
"57274","Slc16a8","solute carrier family 16 (monocarboxylic acid transporters), member 8"
"57275","Lenep","lens epithelial protein"
"57276","Vsig2","V-set and immunoglobulin domain containing 2"
"57277","Slurp1","secreted Ly6/Plaur domain containing 1"
"57278","Bcam","basal cell adhesion molecule"
"57279","Slc25a20","solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20"
"57294","Rps27","ribosomal protein S27"
"57295","Icmt","isoprenylcysteine carboxyl methyltransferase"
"57296","Psmd8","proteasome (prosome, macropain) 26S subunit, non-ATPase, 8"
"57312","Mrps31","mitochondrial ribosomal protein S31"
"57314","Nelfcd","negative elongation factor complex member C/D, Th1l"
"57315","Wdr46","WD repeat domain 46"
"57316","C1d","C1D nuclear receptor co-repressor"
"57317","Srsf4","serine and arginine-rich splicing factor 4"
"57319","Smpdl3a","sphingomyelin phosphodiesterase, acid-like 3A"
"57320","Park7","Parkinson disease (autosomal recessive, early onset) 7"
"57321","Terf2ip","telomeric repeat binding factor 2, interacting protein"
"57329","Otor","otoraplin"
"57330","Gigyf1","GRB10 interacting GYF protein 1"
"57339","Jph1","junctophilin 1"
"57340","Jph3","junctophilin 3"
"57342","Parva","parvin, alpha"
"57344","As3mt","arsenite methyltransferase"
"57349","Ppbp","pro-platelet basic protein"
"57354","Cramp1","cramped chromatin regulator 1"
"57355","BC051019","cDNA sequence BC051019"
"57357","Srd5a3","steroid 5 alpha-reductase 3"
"57370","B4galt3","UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3"
"57373","Akip1","A kinase interacting protein 1"
"57376","Smarce1","SWI/SNF related BAF chromatin remodeling complex subunit E1"
"57377","Mogs","mannosyl-oligosaccharide glucosidase"
"57385","P2ry4","pyrimidinergic receptor P2Y, G-protein coupled, 4"
"57390","Psors1c2","psoriasis susceptibility 1 candidate 2 (human)"
"57394","Cltrn","collectrin, amino acid transport regulator"
"574081","Defb46","defensin beta 46"
"57421","Bhmt-ps1","betaine-homocysteine methyltransferase, pseudogene 1"
"57423","Atp5mf","ATP synthase membrane subunit f"
"57425","U90926","cDNA sequence U90926"
"57426","Scgb1b2","secretoglobin, family 1B, member 2"
"57429","Sult5a1","sulfotransferase family 5A, member 1"
"57430","Sult3a1","sulfotransferase family 3A, member 1"
"57431","Dnajc4","DnaJ heat shock protein family (Hsp40) member C4"
"57432","Zc3h8","zinc finger CCCH type containing 8"
"57434","Xrcc2","X-ray repair complementing defective repair in Chinese hamster cells 2"
"57435","Plin4","perilipin 4"
"57436","Gabarapl1","GABA type A receptor associated protein like 1"
"57437","Golga7","golgin A7"
"57438","Marchf7","membrane associated ring-CH-type finger 7"
"57439","Tmem183a","transmembrane protein 183A"
"57440","Ehd3","EH-domain containing 3"
"574402","Gpr17","G protein-coupled receptor 17"
"574403","Insyn2b","inhibitory synaptic factor family member 2B"
"574404","Pwwp4a","PWWP domain containing 4A"
"574405","Pwwp4b","PWWP domain containing 4B"
"57441","Gmnn","geminin"
"574416","Gm11597","type I keratin KA11P"
"574417","Tas2r137","taste receptor, type 2, member 137"
"574418","Serinc4","serine incorporator 4"
"57442","Kcne3","potassium voltage-gated channel, Isk-related subfamily, gene 3"
"574428","Zmynd15","zinc finger, MYND-type containing 15"
"574429","Psg26","pregnancy-specific beta-1-glycoprotein 26"
"57443","Fbxo3","F-box protein 3"
"574437","Xlr3b","X-linked lymphocyte-regulated 3B"
"574438","Xlr5a","X-linked lymphocyte-regulated 5A"
"57444","Isg20","interferon-stimulated protein"
"574519","Vax2os","ventral anterior homeobox 2, opposite strand"
"574528","Gm11507","ubiquitin-conjugating enzyme MHR6BN pseudogene"
"57737","Rhox4b","reproductive homeobox 4B"
"57738","Slc15a2","solute carrier family 15 (H+/peptide transporter), member 2"
"57740","Stk32c","serine/threonine kinase 32C"
"57741","Noc2l","NOC2 like nucleolar associated transcriptional repressor"
"57742","Abhd1","abhydrolase domain containing 1"
"57743","Sec61a2","SEC61 translocon subunit alpha 2"
"57745","Zfp112","zinc finger protein 112"
"57746","Piwil2","piwi-like RNA-mediated gene silencing 2"
"57748","Jmy","junction-mediating and regulatory protein"
"57749","Piwil1","piwi-like RNA-mediated gene silencing 1"
"57750","Wdr12","WD repeat domain 12"
"57751","Rnf25","ring finger protein 25"
"57752","Tacc2","transforming, acidic coiled-coil containing protein 2"
"57753","Noc3l","NOC3 like DNA replication regulator"
"57754","Cend1","cell cycle exit and neuronal differentiation 1"
"57755","Dnajb7","DnaJ heat shock protein family (Hsp40) member B7"
"57756","Fhl5","four and a half LIM domains 5"
"57757","Pglyrp2","peptidoglycan recognition protein 2"
"57764","Ntn4","netrin 4"
"57765","Tbx21","T-box 21"
"57773","Wdr4","WD repeat domain 4"
"57775","Usp29","ubiquitin specific peptidase 29"
"57776","Ttyh1","tweety family member 1"
"57778","Fmnl1","formin-like 1"
"57780","Fxyd7","FXYD domain-containing ion transport regulator 7"
"57781","Cd200r1","CD200 receptor 1"
"57782","Rbak","RB-associated KRAB zinc finger"
"57783","Tnip1","TNFAIP3 interacting protein 1"
"57784","Bin3","bridging integrator 3"
"57785","Rangrf","RAN guanine nucleotide release factor"
"57808","Rpl35a","ribosomal protein L35A"
"57810","Cdon","cell adhesion molecule-related/down-regulated by oncogenes"
"57811","Rgr","retinal G protein coupled receptor"
"57813","Tk2","thymidine kinase 2, mitochondrial"
"57814","Kcne4","potassium voltage-gated channel, Isk-related subfamily, gene 4"
"57815","Afg2a","AFG2 AAA ATPase homolog A"
"57816","Tesc","tescalcin"
"57837","Eral1","Era like 12S mitochondrial rRNA chaperone 1"
"57866","AA545190","EST AA545190"
"57869","Adck2","aarF domain containing kinase 2"
"57874","Hacd3","3-hydroxyacyl-CoA dehydratase 3"
"57875","Angptl4","angiopoietin-like 4"
"57890","Il17re","interleukin 17 receptor E"
"57895","Ccdc126","coiled-coil domain containing 126"
"57896","Krcc1","lysine-rich coiled-coil 1"
"57905","Isy1","ISY1 splicing factor homolog"
"57908","Zfp318","zinc finger protein 318"
"57911","Gsdma","gasdermin A"
"57912","Cdc42se1","CDC42 small effector 1"
"57913","Pidd1","p53 induced death domain protein 1"
"57914","Crlf2","cytokine receptor-like factor 2"
"57915","Tbc1d1","TBC1 domain family, member 1"
"57916","Tnfrsf13b","tumor necrosis factor receptor superfamily, member 13b"
"58170","Asic5","acid-sensing ion channel family member 5"
"58172","Sertad2","SERTA domain containing 2"
"58175","Rgs20","regulator of G-protein signaling 20"
"58176","Rhbg","Rhesus blood group-associated B glycoprotein"
"58178","Sorcs1","sortilin-related VPS10 domain containing receptor 1"
"58179","Klrc3","killer cell lectin-like receptor subfamily C, member 3"
"58180","Hic2","hypermethylated in cancer 2"
"58181","Il20","interleukin 20"
"58182","Prokr1","prokineticin receptor 1"
"58184","Cnot9","CCR4-NOT transcription complex, subunit 9"
"58185","Rsad2","radical S-adenosyl methionine domain containing 2"
"58186","Rad18","RAD18 E3 ubiquitin protein ligase"
"58187","Cldn10","claudin 10"
"58188","Vstm2b","V-set and transmembrane domain containing 2B"
"58193","Extl2","exostosin-like glycosyltransferase 2"
"58194","Sh3kbp1","SH3-domain kinase binding protein 1"
"58198","Sall1","spalt like transcription factor 1"
"58200","Ppp1r1a","protein phosphatase 1, regulatory inhibitor subunit 1A"
"58202","Nelfb","negative elongation factor complex member B"
"58203","Zbp1","Z-DNA binding protein 1"
"58205","Pdcd1lg2","programmed cell death 1 ligand 2"
"58206","Zbtb32","zinc finger and BTB domain containing 32"
"58207","Slc43a3","solute carrier family 43, member 3"
"58208","Bcl11b","B cell leukemia/lymphoma 11B"
"58210","Sectm1b","secreted and transmembrane 1B"
"58212","Srrm3","serine/arginine repetitive matrix 3"
"58213","AB041806","hypothetical protein, MNCb-2457"
"58214","Cst5","cystatin D"
"58217","Trem1","triggering receptor expressed on myeloid cells 1"
"58218","Trem3","triggering receptor expressed on myeloid cells 3"
"58220","Pard6b","par-6 family cell polarity regulator beta"
"58222","Rab37","RAB37, member RAS oncogene family"
"58223","Mmp19","matrix metallopeptidase 19"
"58226","Cacna1h","calcium channel, voltage-dependent, T type, alpha 1H subunit"
"58227","Fam184b","family with sequence similarity 184, member B"
"58229","Efcc1","EF hand and coiled-coil domain containing 1"
"58230","Rnf8","ring finger protein 8"
"58231","Stk4","serine/threonine kinase 4"
"58233","Dnaja4","DnaJ heat shock protein family (Hsp40) member A4"
"58234","Shank3","SH3 and multiple ankyrin repeat domains 3"
"58235","Nectin1","nectin cell adhesion molecule 1"
"58237","Nkain4","Na+/K+ transporting ATPase interacting 4"
"58238","Fam181b","family with sequence similarity 181, member B"
"58239","Dexi","dexamethasone-induced transcript"
"58240","Hs1bp3","HCLS1 binding protein 3"
"58242","Nudt11","nudix hydrolase 11"
"58243","Nap1l5","nucleosome assembly protein 1-like 5"
"58244","Stx6","syntaxin 6"
"58245","Gpr180","G protein-coupled receptor 180"
"58246","Slc35b4","solute carrier family 35, member B4"
"58248","1700123O20Rik","RIKEN cDNA 1700123O20 gene"
"58249","Fibp","fibroblast growth factor (acidic) intracellular binding protein"
"58250","Chst11","carbohydrate sulfotransferase 11"
"58251","Cep295nl","CEP295 N-terminal like"
"58518","Cts6","cathepsin 6"
"58520","Erg28","ergosterol biosynthesis 28"
"58521","Eid1","EP300 interacting inhibitor of differentiation 1"
"58522","Trim54","tripartite motif-containing 54"
"58523","Elp2","elongator acetyltransferase complex subunit 2"
"58799","Crbn","cereblon"
"58800","Trpm7","transient receptor potential cation channel, subfamily M, member 7"
"58801","Pmaip1","phorbol-12-myristate-13-acetate-induced protein 1"
"58802","Kcnmb4","potassium large conductance calcium-activated channel, subfamily M, beta member 4"
"58803","Pga5","pepsinogen 5, group I"
"58804","Cdc42ep5","CDC42 effector protein 5"
"58805","Mlxipl","MLX interacting protein-like"
"58807","Slco1c1","solute carrier organic anion transporter family, member 1c1"
"58809","Rnase4","ribonuclease, RNase A family 4"
"58810","Akr1a1","aldo-keto reductase family 1, member A1"
"58859","Efemp2","epidermal growth factor-containing fibulin-like extracellular matrix protein 2"
"58860","Adamdec1","ADAM-like, decysin 1"
"58861","Cysltr1","cysteinyl leukotriene receptor 1"
"58864","Tssk3","testis-specific serine kinase 3"
"58865","Tdh","L-threonine dehydrogenase"
"58866","Treh","trehalase (brush-border membrane glycoprotein)"
"58867","Syngr4","synaptogyrin 4"
"58869","Pex5l","peroxisomal biogenesis factor 5-like"
"58875","Hibadh","3-hydroxyisobutyrate dehydrogenase"
"58887","Repin1","replication initiator 1"
"58894","Zfp862-ps","zinc finger protein 862, pseudogene"
"58909","Fam13a","family with sequence similarity 13, member A"
"58911","Sumf1","sulfatase modifying factor 1"
"58916","Myot","myotilin"
"58988","Rps6kb2","ribosomal protein S6 kinase, polypeptide 2"
"58991","Ghrl","ghrelin"
"58992","F12","coagulation factor XII (Hageman factor)"
"58994","Smpd3","sphingomyelin phosphodiesterase 3, neutral"
"58996","Arhgap23","Rho GTPase activating protein 23"
"58998","Nectin3","nectin cell adhesion molecule 3"
"59001","Pole3","polymerase (DNA directed), epsilon 3 (p17 subunit)"
"59002","Wrap73","WD repeat containing, antisense to Trp73"
"59003","Maea","macrophage erythroblast attacher"
"59004","Pias4","protein inhibitor of activated STAT 4"
"59005","Trappc2l","trafficking protein particle complex 2L"
"59006","Myoz2","myozenin 2"
"59007","Ngly1","N-glycanase 1"
"59008","Anapc5","anaphase-promoting complex subunit 5"
"59009","Sh3rf1","SH3 domain containing ring finger 1"
"59010","Sqor","sulfide quinone oxidoreductase"
"59011","Myoz1","myozenin 1"
"59012","Moxd1","monooxygenase, DBH-like 1"
"59013","Hnrnph1","heterogeneous nuclear ribonucleoprotein H1"
"59014","Rrs1","ribosome biogenesis regulator 1"
"59015","Nup160","nucleoporin 160"
"59016","Thap11","THAP domain containing 11"
"59020","Pdzk1","PDZ domain containing 1"
"59021","Rab2a","RAB2A, member RAS oncogene family"
"59022","Edf1","endothelial differentiation-related factor 1"
"59024","Med12","mediator complex subunit 12"
"59025","Usp14","ubiquitin specific peptidase 14"
"59026","Huwe1","HECT, UBA and WWE domain containing 1"
"59027","Nampt","nicotinamide phosphoribosyltransferase"
"59028","Rcl1","RNA terminal phosphate cyclase-like 1"
"59029","Psmd14","proteasome (prosome, macropain) 26S subunit, non-ATPase, 14"
"59030","Mkks","McKusick-Kaufman syndrome"
"59031","Chst12","carbohydrate sulfotransferase 12"
"59032","Ppp2r3c","protein phosphatase 2, regulatory subunit B'', gamma"
"59033","Slc4a8","solute carrier family 4 (anion exchanger), member 8"
"59035","Carm1","coactivator-associated arginine methyltransferase 1"
"59036","Dact1","dishevelled-binding antagonist of beta-catenin 1"
"59038","Pxmp4","peroxisomal membrane protein 4"
"59040","Rhot1","ras homolog family member T1"
"59041","Stk25","serine/threonine kinase 25 (yeast)"
"59042","Cope","coatomer protein complex, subunit epsilon"
"59043","Wsb2","WD repeat and SOCS box-containing 2"
"59044","Rnf130","ring finger protein 130"
"59045","Stard3","StAR related lipid transfer domain containing 3"
"59046","Arpp19","cAMP-regulated phosphoprotein 19"
"59047","Pnkp","polynucleotide kinase 3'- phosphatase"
"59048","C1galt1c1","C1GALT1-specific chaperone 1"
"59049","Slc22a17","solute carrier family 22 (organic cation transporter), member 17"
"59050","Nsa2","NSA2 ribosome biogenesis homolog"
"59052","Mettl9","methyltransferase like 9"
"59053","Hgh1","HGH1 homolog"
"59054","Mrps30","mitochondrial ribosomal protein S30"
"59056","Evc","EvC ciliary complex subunit 1"
"59057","Zfp24","zinc finger protein 24"
"59058","Bhlhe22","basic helix-loop-helix family, member e22"
"59069","Tpm3","tropomyosin 3, gamma"
"59079","Erbin","Erbb2 interacting protein"
"59083","Fetub","fetuin beta"
"59090","Midn","midnolin"
"59091","Jph2","junctophilin 2"
"59092","Pcbp4","poly(rC) binding protein 4"
"59093","Pcbp3","poly(rC) binding protein 3"
"59095","Fxyd6","FXYD domain-containing ion transport regulator 6"
"59125","Nek7","NIMA (never in mitosis gene a)-related expressed kinase 7"
"59126","Nek6","NIMA (never in mitosis gene a)-related expressed kinase 6"
"59287","Ncstn","nicastrin"
"59288","Dctn5","dynactin 5"
"59289","Ackr2","atypical chemokine receptor 2"
"59290","Gpa33","glycoprotein A33 transmembrane"
"59308","Emcn","endomucin"
"59310","Myl10","myosin, light chain 10, regulatory"
"594843","Has2os","hyaluronan synthase 2, opposite strand"
"594844","Tceal3","transcription elongation factor A (SII)-like 3"
"595136","Ndufs5","NADH:ubiquinone oxidoreductase core subunit S5"
"595138","Gm6043","peptidylprolyl isomerase A pseudogene 15"
"595140","Gm6044","peptidylprolyl isomerase A pseudogene 22"
"60315","Myg1","melanocyte proliferating gene 1"
"60321","Wbp11","WW domain binding protein 11"
"60322","Chst7","carbohydrate sulfotransferase 7"
"60344","Fign","fidgetin"
"60345","Nrip2","nuclear receptor interacting protein 2"
"60361","Ms4a4b","membrane-spanning 4-domains, subfamily A, member 4B"
"60363","Cldn15","claudin 15"
"60364","Donson","downstream neighbor of SON"
"60365","Rbm8a","RNA binding motif protein 8a"
"60367","Il1rapl2","interleukin 1 receptor accessory protein-like 2"
"60406","Sap30","sin3 associated polypeptide"
"60409","Trappc4","trafficking protein particle complex 4"
"60411","Cenpk","centromere protein K"
"60425","Doc2g","double C2, gamma"
"60440","Iigp1","interferon inducible GTPase 1"
"60441","Mrpl38","mitochondrial ribosomal protein L38"
"60455","Pgap6","post-glycosylphosphatidylinositol attachment to proteins 6"
"60456","Smt3h1-ps","SMT3 suppressor of mif two 3 homolog 1, pseudogene (S. cerevisiae)"
"60504","Il21r","interleukin 21 receptor"
"60505","Il21","interleukin 21"
"60507","Qtrt1","queuine tRNA-ribosyltransferase catalytic subunit 1"
"60510","Syt9","synaptotagmin IX"
"60525","Acss2","acyl-CoA synthetase short-chain family member 2"
"60527","Fads3","fatty acid desaturase 3"
"60530","Fignl1","fidgetin-like 1"
"60531","Npvf","neuropeptide VF precursor"
"60532","Wtap","WT1 associating protein"
"60533","Cd274","CD274 antigen"
"60534","Fancg","Fanconi anemia, complementation group G"
"60594","Capn12","calpain 12"
"60595","Actn4","actinin alpha 4"
"60596","Gucy1a1","guanylate cyclase 1, soluble, alpha 1"
"60597","Mapk8ip2","mitogen-activated protein kinase 8 interacting protein 2"
"60599","Trp53inp1","transformation related protein 53 inducible nuclear protein 1"
"60611","Foxj2","forkhead box J2"
"60613","Kcnq4","potassium voltage-gated channel, subfamily Q, member 4"
"606492","Gm15621","peptidylprolyl isomerase A pseudogene"
"606496","Gsk3a","glycogen synthase kinase 3 alpha"
"606497","Otx2os1","orthodenticle homeobox 2 opposite strand 1"
"606510","Gm6047","hematological and neurological expressed 1-like pseudogene 1"
"606511","Gm6048","microtubule-associated protein 1 light chain 3 pseudogene copy 8"
"606512","Gm6049","hematological and neurological expressed 1 pseudogene 4"
"606516","Gm6051","GABA(A) receptor-associated protein-like 2 pseudogene 5_758.1"
"606517","Gm6052","peptidylprolyl isomerase A pseudogene 18_318.1"
"606519","Gm6054","microtubule-associated protein 1 light chain 3 pseudogene 3"
"606520","Gm6055","microtubule-associated protein 1 light chain 3 pseudogene 2"
"606521","Gm6056","peptidylprolyl isomerase A pseudogene 13_636.1"
"606522","Gm6057","peptidylprolyl isomerase A pseudogene 3_1437.1"
"606525","Gm6058","GABA(A) receptor-associated protein-like 2 pseudogene 1_1522.1"
"606527","Gm6059","GABA(A) receptor-associated protein-like 2 pseudogene 3"
"606528","Gm6060","peptidylprolyl isomerase A pseudogene 1_109.1"
"606529","Gm6061","peptidylprolyl isomerase A pseudogene 3_1245.1"
"606530","Gm13493","peptidylprolyl isomerase A (Ppia) pseudogene 2_635.1"
"606531","Gm6062","peptidylprolyl isomerase A pseudogene x_466.1"
"606532","Gm6063","peptidylprolyl isomerase A pseudogene 6_731.1"
"606533","Gm6064","peptidylprolyl isomerase A pseudogene 6_1128.1"
"606534","Gm6065","peptidylprolyl isomerase A pseudogene 7_184.1"
"606535","Gm6066","peptidylprolyl isomerase A pseudogene 14_696.1"
"606536","Gm12632","peptidylprolyl isomerase A (Ppia) pseudogene 4_804.1"
"606537","Gm6067","peptidylprolyl isomerase A pseudogene x_1100.1"
"606538","Gm13679","peptidylprolyl isomerase A pseudogene 2_981.1"
"606539","Gm6702","peptidylprolyl isomerase A pseudogene 5_1584.1"
"606540","Gm12842","peptidylprolyl isomerase A pseudogene 4_1138.1"
"606541","Gm6068","peptidylprolyl isomerase A (Ppia) pseudogene 12_475.1"
"606542","Gm6069","peptidylprolyl isomerase A pseudogene 3_337.1"
"606543","Gm6070","peptidylprolyl isomerase A pseudogene 8_36.1"
"606544","Gm6071","peptidylprolyl isomerase A pseudogene x_207.1"
"606545","Gm6072","peptidylprolyl isomerase A pseudogene 6_789.1"
"606546","Gm13400","peptidylprolyl isomerase A pseudogene 2_387.1"
"606547","Gm6073","peptidylprolyl isomerase A pseudogene 3_416.1"
"606714","Gm12071","peptidylprolyl isomerase A pseudogene 11_266.1"
"606715","Gm6074","peptidylprolyl isomerase A pseudogene 3_1528.1"
"606716","Gm6075","peptidylprolyl isomerase A pseudogene 1_125.1"
"606717","Gm6076","peptidylprolyl isomerase A pseudogene 14_723.1"
"606718","Gm6077","peptidylprolyl isomerase A pseudogene 3_1390.1"
"606726","Gm6079","peptidylprolyl isomerase A pseudogene x_14.1"
"606727","Gm14534","peptidylprolyl isomerase A pseudogene x_132.1"
"606729","Gm6081","peptidylprolyl isomerase A pseudogene 13_297.1"
"606730","Gm6082","peptidylprolyl isomerase A (Ppia) pseudogene 9_818.1"
